Image_Name,Method,Num_Bins,Entropy,StdDev,SSIM,Bhattacharyya,LCV
D1.jpg,GHE,0,5.32189602706258,0.0640198199138081,1,0,0.000214691395541027
D1.jpg,GHE,32,4.57497592029376,0.297489843789114,0.184688469192331,0.919680662858844,0.0189813555704474
D1.jpg,GHE,64,4.87140758646095,0.292961796458075,0.191533962585111,0.918594548186578,0.0183282576542874
D1.jpg,GHE,128,5.07502033868821,0.290648909489756,0.193997954444335,0.919843062849098,0.0179894209543886
D1.jpg,GHE,256,5.23585476490677,0.289491677626941,0.195120718615054,0.922788099488956,0.0178559888685705
D2.jpg,GHE,0,6.39874309134129,0.115207086760136,1,0,0.000592574140012337
D2.jpg,GHE,32,4.87092384203828,0.297483344546561,0.50641314246192,0.901063807888294,0.0034682651423416
D2.jpg,GHE,64,5.62322121621564,0.292679052972944,0.524214110000187,0.875007527711574,0.00330771247081763
D2.jpg,GHE,128,6.21004504363601,0.290318647138645,0.533150228407212,0.850018993012245,0.00323491033668921
D2.jpg,GHE,256,6.34638524303946,0.289771848810096,0.536572107417458,0.84358884819649,0.00321088849653537
D3.jpg,GHE,0,4.91805779455482,0.0543956649470288,1,0,0.000105322237341003
D3.jpg,GHE,32,4.19995051690936,0.298586739390469,0.210908766049952,0.959077521756506,0.00507054893590059
D3.jpg,GHE,64,4.61496102022184,0.292802228109313,0.221096083117512,0.968969872737063,0.00471279764745867
D3.jpg,GHE,128,4.81422396138579,0.290450997121425,0.22175936655709,0.968463824064103,0.00460036719511003
D3.jpg,GHE,256,4.88584578185577,0.289301389334578,0.223196898619766,0.96834198281276,0.00457628866310652
D4.jpg,GHE,0,5.85295979770072,0.0719738701923316,1,0,0.000364447213621685
D4.jpg,GHE,32,4.94758754109926,0.300316015542894,0.405385777898454,0.91585480296835,0.00600352363365639
D4.jpg,GHE,64,5.59939663800811,0.293554042701951,0.421994560718717,0.88699137960871,0.00570866050804744
D4.jpg,GHE,128,5.8123227574342,0.290434552474513,0.424289709887176,0.890489273263651,0.00559921191308425
D4.jpg,GHE,256,5.83503218426726,0.289660662464101,0.426672814492157,0.888819809925606,0.00555834405616287
D5.jpg,GHE,0,5.55192045376463,0.0495989091794227,1,0,0.000504131656389553
D5.jpg,GHE,32,4.92976954794431,0.296673824743436,0.26860410066993,0.915390226286487,0.0231486799347869
D5.jpg,GHE,64,5.34478561778907,0.293560393641953,0.279322995865891,0.883192139674912,0.0227812938315859
D5.jpg,GHE,128,5.49326772431654,0.290790798430046,0.28448977637967,0.872849041129566,0.0223398706078902
D5.jpg,GHE,256,5.51825483302431,0.289334276214408,0.286462490494235,0.871983049356025,0.0220886412933811
L1.jpg,GHE,0,6.35101289714065,0.22234840940674,1,0,0.00167888558381911
L1.jpg,GHE,32,4.42370822130292,0.298690925229163,0.554451223153138,0.903328835132474,0.00408805711301991
L1.jpg,GHE,64,5.0466055828887,0.291461836767324,0.574276318203614,0.773219161633175,0.00381905686597461
L1.jpg,GHE,128,5.65216555720798,0.290151715034116,0.580232848920992,0.725738775879914,0.00377493033922359
L1.jpg,GHE,256,6.07673651648664,0.28887926687917,0.583925212440399,0.719532445717669,0.00373407049676256
L2.jpg,GHE,0,7.14405949835107,0.198135621666273,1,0,0.00320906334769459
L2.jpg,GHE,32,4.93669428964874,0.299406658255998,0.772266129458549,0.854682868189027,0.00644768114479987
L2.jpg,GHE,64,5.81663231522771,0.294484791569003,0.800536117892395,0.784184248706823,0.00620694807257984
L2.jpg,GHE,128,6.62126565709578,0.291302584250088,0.809427351547561,0.687836436920592,0.00607012507369775
L2.jpg,GHE,256,6.98750110438965,0.290000304135845,0.810937530393202,0.633443210958211,0.00601409846879476
L3.jpg,GHE,0,6.38053473752836,0.23136783190765,1,0,0.00296075154290879
L3.jpg,GHE,32,4.34930356368805,0.294686666365228,0.65857496937116,0.875670710478679,0.00511464033357125
L3.jpg,GHE,64,5.03562755708965,0.292127435735815,0.67020214810075,0.834003628762047,0.0049851071228611
L3.jpg,GHE,128,5.674340536982,0.289049561923026,0.678638191600137,0.790182524661384,0.00488128483686627
L3.jpg,GHE,256,6.12359273094692,0.288326947863742,0.680349592968891,0.748018099751888,0.00485773494761694
L4.jpg,GHE,0,6.28296652796404,0.223679148675428,1,0,0.00237750404060258
L4.jpg,GHE,32,4.30994441459288,0.295599306366362,0.630853522775976,0.877030564757379,0.00469381064644128
L4.jpg,GHE,64,4.95510171185862,0.293645728318839,0.644298382088319,0.833927084965789,0.00463093423108227
L4.jpg,GHE,128,5.55949968348969,0.290285778208212,0.65181691932901,0.791219302071157,0.00449834582897056
L4.jpg,GHE,256,6.06366674994917,0.2883391372649,0.654992499763915,0.734484491549529,0.00443577844589605
L5.jpg,GHE,0,6.92566162825952,0.139137725574956,1,0,0.00538684053048685
L5.jpg,GHE,32,4.9750510793428,0.297774326865982,0.604518419310807,0.864879200685064,0.0237011886602491
L5.jpg,GHE,64,5.88311813272301,0.293575849818139,0.615518539149647,0.81042809336132,0.0229640005160906
L5.jpg,GHE,128,6.61292974151059,0.29128895906471,0.620882239518436,0.767139926770311,0.0225923567824984
L5.jpg,GHE,256,6.8202615130937,0.289898432519291,0.6237867743009,0.764821655426695,0.0223644286109359
